Identifiant;Numéro de parc;Immatriculation;Marque;Modèle;Version;Dénomination commerciale;Type;Propriété de Rennes Métropole;Longueur;Places assises;Places debout;Places totales;Mise en circulation;Equipé avec le SAEIV;Ecrans;Autonomie;Places UFR;Girouettes (type);Girouettes (nombres);Caméras;Valideurs;Norme Euro;Antipollution;Pneus (type);Pneus (dimension);Boîte de vitesses;Moteur;Pont;Vitrerie;Portes (nombre);Portes (type avant);Portes (type milieu et arrière);Dépôt (code);Transporteur (code)
1001;1001;;MERCEDES;CITARO STD;;CITARO STD;Standard;false;12;0;0;0;;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
1010;1010;;MERCEDES;CITARO STD;;CITARO STD;Standard;false;12;0;0;0;;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
1014;1014;;MERCEDES;CITARO STD;;CITARO STD;Standard;false;12;0;0;0;;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
1050;1050;;MERCEDES;CITARO ART;;CITARO ART;Articulé;false;18;0;0;0;;true;3;;2;Leds;3;4;3;;;;;;;;;3;;;CHARTRES;LINE
1058;1058;;MERCEDES;CITARO ART;;CITARO ART;Articulé;false;18;0;0;0;;true;3;;2;Leds;3;4;3;;;;;;;;;3;;;CHANTEPI;TIV
1060;1060;;MERCEDES;CITARO ART;;CITARO ART;Articulé;false;18;0;0;0;;true;3;;2;Leds;3;4;3;;;;;;;;;3;;;CHANTEPI;TIV
1062;1062;;MERCEDES;CITARO ART;;CITARO ART;Articulé;false;18;0;0;0;;true;3;;2;Leds;3;4;3;;;;;;;;;3;;;STJACQUE;JOLL
1065;1065;;MERCEDES;CITARO ART;;CITARO ART;Articulé;false;18;0;0;0;;true;3;;2;Leds;3;4;3;;;;;;;;;3;;;CHANTEPI;KARM
1067;1067;;MERCEDES;CITARO ART;;CITARO ART;Articulé;false;18;0;0;0;;true;3;;2;Leds;3;4;3;;;;;;;;;3;;;CHARTRES;LINE
1071;1071;;MERCEDES;CITARO ART;;CITARO ART;Articulé;false;18;0;0;0;;true;3;;2;Leds;3;4;3;;;;;;;;;3;;;CHANTEPI;TIV
2006;2006;;SETRA;416NF 13M;;416NF 13M;;false;0;;;;2009-06-17;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
2012;2012;;SETRA;416NF 13M;;416NF 13M;;false;0;;;;2009-06-17;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
2017;2017;;SETRA;416NF 13M;;416NF 13M;;false;0;;;;2008-08-25;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
2019;2019;;SETRA;416NF 13M;;416NF 13M;;false;0;;;;2008-08-25;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
2027;2027;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2022-10-20;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
2032;2032;;SETRA;315NF STD;;315NF STD;;false;0;;;;2001-10-04;true;2;;1;Pastilles;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
2035;2035;;MERCEDES;CITARO STD;;CITARO STD;;false;0;0;0;0;2016-09-09;true;2;;2;;3;3;2;EURO 6;;;;;;;;3;;;CHANTEPI;KARM
2037;2037;;MERCEDES;CITARO STD;;CITARO STD;;false;0;0;0;0;2016-09-09;true;2;;2;;3;3;2;EURO 6;;;;;;;;2;;;MONTGERM;KARM
2038;2038;;MERCEDES;CITARO STD;;CITARO STD;;false;0;0;0;0;2015-07-23;true;2;;2;Leds;;3;3;EURO 6;;;;;;;;2;;;CHANTEPI;KARM
2040;2040;;MERCEDES;CITARO STD;WEB62803310605766;CITARO STD;;false;0;0;0;0;2014-12-09;true;2;;2;Leds;3;3;3;;;;;;;;;3;;;CHANTEPI;KARM
2047;2047;;MERCEDES;CITARO STD;;CITARO STD;;false;0;0;0;0;2014-12-09;true;2;;2;Leds;;3;3;;;;;;;;;3;;;MONTGERM;KARM
2058;2058;;MERCEDES;CITARO STD;;CITARO STD;;false;0;0;0;0;2013-07-26;true;2;;2;LEDS;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
2067;2067;;MERCEDES;CITARO ART;;CITARO ART;;false;0;0;0;0;2014-02-27;true;3;;2;Leds;;4;3;;;;;;;;;3;;;CHANTEPI;KARM
2069;2069;;MERCEDES;CITARO ART;;CITARO ART;;false;0;0;0;0;2014-02-27;true;3;;2;Leds;;4;3;;;;;;;;;3;;;CHANTEPI;KARM
2070;2070;;MERCEDES;CITARO ART;;CITARO ART;;false;0;0;0;0;2014-10-07;true;3;;2;Leds;;3;3;;;;;;;;;3;;;CHANTEPI;KARM
2078;2078;;MERCEDES;CITARO ART;;CITARO ART;;false;0;0;0;0;2018-07-17;true;3;;2;Leds;4;4;3;EURO 6;;;;;;;;3;;;CHANTEPI;KARM
220;220;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2008-05-05;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 C;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
223;223;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2008-05-05;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 C;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
224;224;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2008-05-05;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 C;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
225;225;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2008-05-05;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 C;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
227;227;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2008-05-05;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 C;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
228;228;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2008-05-05;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 C;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
235;235;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2009-03-18;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 C;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
236;236;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2009-03-18;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 C;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
239;239;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2010-04-13;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;VOITH DIWA5 T2R0 / OM92;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
242;242;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2010-04-13;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;VOITH DIWA5 T2R0 / OM92;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
245;245;;MERCEDES;CITARO STD;62802AACEHBGXP3H330224402J900;CITARO STD;Standard;true;12;45;66;111;2012-01-13;true;2;610;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;VOITH DIWA5 T2R0 / OM92;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;pneumatique;coulissante électrique;MIVOIE;KREN
250;250;;MERCEDES;CITARO STD;62802HR1EMDCAWAA1P000G21A32340200000000;CITARO STD;;false;0;44;0;44;2019-08-06;true;2;;2;;3;3;3;EURO 6;ADBLUE;;;;;;;3;;;CHANTEPI;KARM
2509;2509;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2020-01-01;false;;;;;;;;;;;;;;;;;;;CHANTEPI;KARM
2510;2510;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2024-08-28;false;;;;;;;;;;;;;;;;;;;MONTGERM;KARM
2513;2513;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2024-09-03;false;;;;;;;;;;;;;;;;;;;MONTGERM;KARM
2517;2517;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2024-10-01;false;;;;;;;;;;;;;;;;;;;MONTGERM;KARM
253;253;;MERCEDES;CITARO STD;;CITARO STD;;false;0;44;0;44;2019-08-06;true;2;;2;;3;3;3;EURO 6;ADBLUE;;;;;;;3;;;CHANTEPI;KARM
3002;3002;;VAN HOOL;915SB2 STD;;915SB2 STD;;false;0;45;55;100;2008-10-03;true;2;;1;Pastilles;3;3;3;;;;;;;;;2;;;STJACQUE;JOLL
3029;3029;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2024-12-26;true;2;;2;Leds;3;3;3;EURO 6;;;;;;;;2;;;STJACQUE;JOLL
340;340;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;52;0;52;2022-05-03;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
348;348;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2023-10-16;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
3502;3502;;IRISBUS;RECREO;;RECREO;;false;0;;;;2006-04-20;false;0;;0;;;0;1;;;;;;;;;2;;;STJACQUE;JOLL
3504;3504;;IRISBUS;RECREO;;RECREO;;false;0;0;0;0;2006-02-28;false;0;;0;NC;0;0;1;;;;;;;;;2;;;STJACQUE;JOLL
3518;3518;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2022-08-01;false;;;;;;;;;;;;;;;;;;;STJACQUE;JOLL
3527;3527;;IRISBUS;Récréo;;Récréo;;false;0;;;;;false;0;;0;;;;1;;;;;;;;;2;;;STJACQUE;JOLL
3539;3539;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;STJACQUE;JOLL
3541;3541;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2023-11-13;false;;;;;;;;;;;;;;;;;;;STJACQUE;JOLL
3542;3542;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2023-11-13;false;;;;;;;;;;;;;;;;;;;STJACQUE;JOLL
3543;3543;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2024-11-01;false;;;;;;;;;;;;;;;;;;;STJACQUE;JOLL
361;361;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2024-06-05;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
362;362;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2024-07-05;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
363;363;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2024-06-05;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
374;374;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2025-03-24;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
376;376;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2025-01-16;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
385;385;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2024-11-19;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
386;386;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2025-04-18;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
4001;4001;;MERCEDES;CITARO STD;;CITARO STD;;false;0;;;;;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;TIV
4010;4010;;HEULIEZ;GX317 STD;;GX317 STD;;false;0;;;;;true;2;;1;Leds;3;3;2;;;;;;;;;2;;;CHANTEPI;TIV
4011;4011;;HEULIEZ;GX317 STD;;GX317 STD;;false;0;;;;;true;2;;1;Leds;3;3;2;;;;;;;;;2;;;CHANTEPI;TIV
4019;4019;;MERCEDES;CITARO STD;;CITARO STD;;false;0;0;0;0;2017-09-25;true;2;;2;Leds;3;3;3;EURO 6;NC;NC;;NC;NC;NC;NC;3;NC;NC;CHANTEPI;TIV
4020;4020;;MERCEDES;CITARO STD;;CITARO STD;;false;0;0;0;0;2001-04-06;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;TIV
4021;4021;;IRISBUS;CITELIS STD;;CITELIS STD;;false;0;33;84;117;;true;2;;1;LEDS;3;3;3;;;;;;;;;2;;;CHANTEPI;TIV
4026;4026;;HEULIEZ;GX317 STD;;GX317 STD;;false;0;29;85;114;2002-03-25;true;2;;1;Leds;3;3;3;;;;;;;;;3;;;CHANTEPI;TIV
4028;4028;;MERCEDES;CITARO STD;;CITARO STD;;false;0;49;;;2011-08-02;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;TIV
4031;4031;;MAN;LIONS CITY;;LIONS CITY;;false;0;29;85;114;2022-11-04;true;2;;1;Leds;3;3;2;EURO 6;;;;;;;;3;;;CHANTEPI;TIV
450;450;;MERCEDES;ECITARO 12M;;ECITARO 12M;Standard;true;12;0;0;0;2022-05-03;true;2;;2;Leds;3;3;3;NC;;;275/70 R22.5;;;;;3;;;RENNES;KREN
4500;4500;;MERCEDES;INTOURO;;INTOURO;;false;0;0;0;0;2019-09-30;false;0;;0;;;;1;;;;;;;;;2;;;CHANTEPI;TIV
4509;4509;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;CHANTEPI;TIV
4516;4516;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2020-01-01;false;;;;;;;;;;;;;;;;;;;CHANTEPI;TIV
458;458;;MERCEDES;ECITARO 12M;;ECITARO 12M;Standard;true;12;0;0;0;2023-11-20;true;2;;2;Leds;3;3;3;NC;NC;;275/70 R22.5;NC;;;;3;;;RENNES;KREN
465;465;;MERCEDES;ECITARO 12M;;ECITARO 12M;Standard;true;12;0;0;0;2024-07-05;true;2;;2;Leds;3;3;3;NC;NC;;275/70 R22.5;NC;;;;3;;;RENNES;KREN
470;470;;MERCEDES;ECITARO 12M;;ECITARO 12M;Standard;true;12;0;0;0;2025-01-31;true;2;;2;Leds;3;3;3;NC;NC;;275/70 R22.5;NC;;;;3;;;RENNES;KREN
474;474;;MERCEDES;ECITARO 12M;;ECITARO 12M;Standard;true;12;0;0;0;2025-03-07;true;2;;2;Leds;3;3;3;NC;NC;;275/70 R22.5;NC;;;;3;;;RENNES;KREN
501;501;;BLUEBUS;BLUEBUS 12M;BB12M1S18BBB3NX;BLUEBUS 12M;Standard;true;12;24;0;24;2018-03-06;true;2;250;2;Leds;3;3;3;NC;NC;1J;275/70 R22.5;NC;NC;;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
5011;5011;;MAN;Lions City;;Lions City;;false;0;;;;;true;2;;2;leds;3;3;3;;;;;;;;;2;;;chantepi;TIV
5013;5013;;MAN;Lions City;;Lions City;;false;0;;;;;true;2;;2;leds;3;3;3;;;;;;;;;2;;;CHARTRES;LINE
5501;5501;;FAST;SCOLER 5;;SCOLER 5;;false;0;0;0;0;;false;;;;;;;1;;;;;;;;;2;;;CHARTRES;LINE
5504;5504;;FAST;STARTER S;;STARTER S;;false;0;0;0;0;;false;;;;;;;1;;;;;;;;;2;;;CHARTRES;LINE
5509;5509;;RENAULT PVI;NR215PE;;NR215PE;;false;0;;;;;false;0;;0;;;;1;;;;;;;;;2;;;CHARTRES;LINE
5529;5529;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
6007;6007;;IVECO;URBANWAY;;URBANWAY;;false;0;35;70;105;2022-10-13;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
6010;6010;;IRISBUS;AGORA STD;;AGORA STD;;false;0;33;84;117;2004-03-22;false;2;;1;Leds;3;3;2;;;;;;;;;2;;;MONTGERM;KARM
6011;6011;;SETRA;315NF STD;;315NF STD;;false;0;;;;;true;2;;1;Pastilles;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
6020;6020;;MERCEDES;CITARO STD;;CITARO STD;;false;0;34;75;109;2012-05-25;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
6026;6026;;IVECO;URBANWAY;VNE4426N200314389;URBANWAY;;false;0;0;0;0;2023-07-31;true;2;;1;leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
6028;6028;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2023-07-31;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
6039;6039;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2023-09-05;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
6040;6040;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2023-09-05;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
608;608;;MERCEDES;CITARO 13M;530 M 906;CITARO 13M;Standard;true;13;39;64;103;2010-04-13;true;2;800;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 Ecomat 2 plus;OM 906HLA / Euro 5;ZF AV 132;Vénus gris;2;Pneumatique;Coulissante électrique;RENNES;KREN
7001;7001;;BLUEBUS;BLUEBUS 6M;MCE6CU;BLUEBUS 6M;Standard;true;6;11;0;11;2019-06-12;true;1;;;NC;0;2;;NC;;;;;;;;;;;RENNES;KREN
706;706;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;35;119;154;2014-07-31;true;3;429;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
708;708;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;35;119;154;2014-07-31;true;3;429;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
717;717;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-02-16;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
719;719;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-02-24;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
720;720;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-02-18;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
721;721;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-02-25;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
724;724;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-03-04;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
739;739;;MERCEDES;CITARO ART;62803HK1GKEBW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-11-12;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
7510;7510;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;;;;;0;;;;1;;;;;;;;;;;;MESSAC;ORAI
808;808;;IRISBUS;CITELIS ART;PU09D13P;CITELIS ART;Articulé;true;18;42;118;160;2007-06-18;true;3;528;1;Leds;3;4;3;EURO 5;ADBLUE;1P;11 R22.5;ZF 5HP502 C;F2BE0682C / Euro 5;ZF AV 132;Athermique;3;Pneumatique;Pivotante pneumatique;RENNES;KREN
818;818;;IRISBUS;CITELIS ART;PU09D13P;CITELIS ART;Articulé;true;18;38;112;150;2008-04-30;true;3;528;2;Leds;3;4;3;EURO 5;ADBLUE;1P;11 R22.5;ZF 5HP502 C;F2BE0682C / Euro 5;ZF AV 132;Athermique;3;Electrique;Coulissante électrique;RENNES;KREN
831;831;;IRISBUS;CITELIS ART;PU09D13P;CITELIS ART;Articulé;true;18;38;116;154;2009-02-20;true;3;528;2;Leds;4;4;3;EURO 5;ADBLUE;1P;11 R22.5;ZF 5HP502 C;F2BE0682C / Euro 5;ZF AV 132;Athermique;3;Electrique;Coulissante électrique;RENNES;KREN
